timestamp_utc,step,status,phase,name,artifact_dir
2026-03-30T21:37:11Z,1,ok,A,sudo_prime,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/01_sudo_prime
2026-03-30T21:37:11Z,2,ok,A,sudo_keepalive_start,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/02_sudo_keepalive_start
2026-03-30T21:37:11Z,3,ok,A,machine_stamp,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/03_machine_stamp
2026-03-30T21:37:11Z,4,ok,A,tool_matrix,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/04_tool_matrix
2026-03-30T21:37:12Z,5,ok,A,package_inventory,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/05_package_inventory
2026-03-30T21:37:13Z,6,ok,A,capabilities_json,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/06_capabilities_json
2026-03-30T21:37:13Z,7,ok,B,cpu_family_matrix,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/07_cpu_family_matrix
2026-03-30T21:37:13Z,8,ok,B,cpu_probe_inventory,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/08_cpu_probe_inventory
2026-03-30T21:37:13Z,9,ok,B,compile_matrix_define,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/09_compile_matrix_define
2026-03-30T21:37:14Z,10,ok,B,Ofast,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/10_build_cpu_matrix
2026-03-30T21:37:14Z,11,ok,B,disassemble_cpu_matrix,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/11_disassemble_cpu_matrix
2026-03-30T21:37:15Z,12,ok,B,O3,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/12_llvm_mca_cpu_matrix
2026-03-30T21:37:16Z,13,ok,C,cpu_baseline_timing,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/13_cpu_baseline_timing
2026-03-30T21:37:17Z,14,ok,C,hyperfine_cpu_timing,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/14_hyperfine_cpu_timing
2026-03-30T21:37:24Z,15,ok,C,xctrace_cpu_profile,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/15_xctrace_cpu_profile
2026-03-30T21:37:25Z,16,ok,C,dtrace_dtruss_cpu,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/16_dtrace_dtruss_cpu
2026-03-30T21:37:30Z,17,ok,C,powermetrics_cpu,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/17_powermetrics_cpu
2026-03-30T21:37:53Z,18,ok,C,cpu_diagnostics,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/18_cpu_diagnostics
2026-03-30T21:37:54Z,19,ok,D,metal_host_harness_build,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/19_metal_host_harness_build
2026-03-30T21:37:54Z,20,ok,D,metal_variant_matrix_define,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/20_metal_variant_matrix_define
2026-03-30T21:37:55Z,21,ok,D,metal_compile_variants,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/21_metal_compile_variants
2026-03-30T21:37:55Z,22,ok,D,metal_correctness,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/22_metal_correctness
2026-03-30T21:37:55Z,23,ok,D,metal_timing_sweep,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/23_metal_timing_sweep
2026-03-30T21:37:55Z,24,ok,D,publish_metal_matrix,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/24_publish_metal_matrix
2026-03-30T21:38:04Z,25,ok,E,xctrace_gpu_baseline,src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r4/steps/25_xctrace_gpu_baseline
