trace,schema,rows,export_file
cpu_time_profiler.trace,dyld-library-load,0,xctrace_cpu_time_profiler_dyld-library-load.xml
cpu_time_profiler.trace,gcd-perf-event,0,xctrace_cpu_time_profiler_gcd-perf-event.xml
cpu_time_profiler.trace,life-cycle-period,4,xctrace_cpu_time_profiler_life-cycle-period.xml
cpu_time_profiler.trace,process-info,830,xctrace_cpu_time_profiler_process-info.xml
cpu_time_profiler.trace,thread-info,3883,xctrace_cpu_time_profiler_thread-info.xml
cpu_time_profiler.trace,time-profile,3,xctrace_cpu_time_profiler_time-profile.xml
cpu_time_profiler.trace,time-sample,5,xctrace_cpu_time_profiler_time-sample.xml
gpu_baseline.trace,dyld-library-load,0,xctrace_gpu_baseline_dyld-library-load.xml
gpu_baseline.trace,life-cycle-period,4,xctrace_gpu_baseline_life-cycle-period.xml
gpu_baseline.trace,metal-application-encoders-list,0,xctrace_gpu_baseline_metal-application-encoders-list.xml
gpu_baseline.trace,metal-command-buffer-completed,30,xctrace_gpu_baseline_metal-command-buffer-completed.xml
gpu_baseline.trace,metal-driver-event-per-thread-intervals,0,xctrace_gpu_baseline_metal-driver-event-per-thread-intervals.xml
gpu_baseline.trace,metal-driver-intervals,60,xctrace_gpu_baseline_metal-driver-intervals.xml
gpu_baseline.trace,metal-gpu-counter-intervals,0,xctrace_gpu_baseline_metal-gpu-counter-intervals.xml
gpu_baseline.trace,metal-gpu-intervals,60,xctrace_gpu_baseline_metal-gpu-intervals.xml
gpu_baseline.trace,metal-gpu-state-intervals,111,xctrace_gpu_baseline_metal-gpu-state-intervals.xml
gpu_baseline.trace,metal-shader-profiler-intervals,0,xctrace_gpu_baseline_metal-shader-profiler-intervals.xml
gpu_baseline.trace,process-info,831,xctrace_gpu_baseline_process-info.xml
gpu_baseline.trace,thread-info,3835,xctrace_gpu_baseline_thread-info.xml
gpu_baseline.trace,time-profile,13,xctrace_gpu_baseline_time-profile.xml
gpu_baseline.trace,time-sample,15,xctrace_gpu_baseline_time-sample.xml
gpu_compare.trace,dyld-library-load,0,xctrace_gpu_compare_dyld-library-load.xml
gpu_compare.trace,gcd-perf-event,8,xctrace_gpu_compare_gcd-perf-event.xml
gpu_compare.trace,life-cycle-period,4,xctrace_gpu_compare_life-cycle-period.xml
gpu_compare.trace,process-info,832,xctrace_gpu_compare_process-info.xml
gpu_compare.trace,thread-info,3832,xctrace_gpu_compare_thread-info.xml
gpu_compare.trace,time-profile,11,xctrace_gpu_compare_time-profile.xml
gpu_compare.trace,time-sample,13,xctrace_gpu_compare_time-sample.xml
